date,state,sex,age,ethnicity,population
1995-01-01,Malaysia,female,85+,other_noncitizen,1.7
1995-01-01,Malaysia,female,85+,other_citizen,0.3
1995-01-01,Malaysia,female,85+,indian,1.4
1995-01-01,Malaysia,female,85+,chinese,12.6
1995-01-01,Malaysia,female,85+,bumi_other,2.2
1995-01-01,Malaysia,female,80-84,bumi_other,2.5
1995-01-01,Malaysia,female,85+,bumi_malay,13.8
1995-01-01,Malaysia,overall_sex,overall_age,other_citizen,236.3
1995-01-01,Malaysia,overall_sex,overall_age,indian,1532.5
1995-01-01,Malaysia,overall_sex,overall_age,chinese,5345.8
1995-01-01,Malaysia,overall_sex,overall_age,bumi_other,2175.6
1995-01-01,Malaysia,overall_sex,overall_age,bumi_malay,10333.5
1995-01-01,Malaysia,female,80-84,other_noncitizen,1.9
1995-01-01,Malaysia,female,80-84,other_citizen,0.3
1995-01-01,Malaysia,female,80-84,indian,2.0
1995-01-01,Malaysia,overall_sex,overall_age,other_noncitizen,1058.2
1995-01-01,Malaysia,male,0-4,indian,88.7
1995-01-01,Malaysia,female,60-64,other_citizen,1.6
1995-01-01,Malaysia,female,60-64,chinese,73.1
1995-01-01,Malaysia,female,45-49,indian,35.0
1995-01-01,Malaysia,female,45-49,chinese,144.7
1995-01-01,Malaysia,female,45-49,bumi_other,36.0
1995-01-01,Malaysia,female,45-49,bumi_malay,200.7
1995-01-01,Malaysia,female,40-44,other_noncitizen,20.3
1995-01-01,Malaysia,female,40-44,other_citizen,5.6
1995-01-01,Malaysia,female,40-44,indian,49.9
1995-01-01,Malaysia,female,40-44,chinese,181.9
1995-01-01,Malaysia,female,45-49,other_citizen,4.1
1995-01-01,Malaysia,female,40-44,bumi_other,46.2
1995-01-01,Malaysia,female,35-39,other_noncitizen,33.8
1995-01-01,Malaysia,female,35-39,other_citizen,6.8
1995-01-01,Malaysia,female,35-39,indian,60.7
1995-01-01,Malaysia,female,35-39,chinese,205.2
1995-01-01,Malaysia,female,35-39,bumi_other,60.8
1995-01-01,Malaysia,female,35-39,bumi_malay,331.2
1995-01-01,Malaysia,female,30-34,other_noncitizen,52.6
1995-01-01,Malaysia,female,30-34,other_citizen,7.7
1995-01-01,Malaysia,female,40-44,bumi_malay,271.8
1995-01-01,Malaysia,female,60-64,indian,16.1
1995-01-01,Malaysia,female,45-49,other_noncitizen,12.3
1995-01-01,Malaysia,female,5-9,bumi_other,144.6
1995-01-01,Malaysia,female,60-64,bumi_other,19.7
1995-01-01,Malaysia,female,60-64,bumi_malay,104.5
1995-01-01,Malaysia,female,55-59,other_noncitizen,6.1
1995-01-01,Malaysia,female,55-59,other_citizen,2.2
1995-01-01,Malaysia,female,55-59,indian,20.9
1995-01-01,Malaysia,female,55-59,chinese,94.1
1995-01-01,Malaysia,female,55-59,bumi_other,24.7
1995-01-01,Malaysia,female,55-59,bumi_malay,130.5
1995-01-01,Malaysia,female,5-9,bumi_malay,694.6
1995-01-01,Malaysia,female,50-54,other_noncitizen,7.4
1995-01-01,Malaysia,female,50-54,indian,24.2
1995-01-01,Malaysia,female,50-54,chinese,112.7
1995-01-01,Malaysia,female,50-54,bumi_other,28.9
1995-01-01,Malaysia,female,50-54,bumi_malay,150.8
1995-01-01,Malaysia,female,5-9,other_noncitizen,35.1
1995-01-01,Malaysia,female,5-9,other_citizen,16.1
1995-01-01,Malaysia,female,5-9,indian,83.6
1995-01-01,Malaysia,female,5-9,chinese,249.0
1995-01-01,Malaysia,female,50-54,other_citizen,3.0
1995-01-01,Malaysia,male,0-4,other_citizen,25.3
1995-01-01,Malaysia,male,0-4,other_noncitizen,47.1
1995-01-01,Malaysia,male,10-14,bumi_malay,638.7
1995-01-01,Malaysia,female,70-74,overall_ethnicity,108.1
1995-01-01,Malaysia,female,75-79,overall_ethnicity,74.3
1995-01-01,Malaysia,female,80-84,overall_ethnicity,39.9
1995-01-01,Malaysia,female,85+,overall_ethnicity,32.0
1995-01-01,Malaysia,male,0-4,overall_ethnicity,1357.3
1995-01-01,Malaysia,male,10-14,overall_ethnicity,1182.4
1995-01-01,Malaysia,male,15-19,overall_ethnicity,1031.9
1995-01-01,Malaysia,male,20-24,overall_ethnicity,935.7
1995-01-01,Malaysia,female,65-69,overall_ethnicity,163.4
1995-01-01,Malaysia,male,25-29,overall_ethnicity,879.2
1995-01-01,Malaysia,male,35-39,overall_ethnicity,730.0
1995-01-01,Malaysia,male,40-44,overall_ethnicity,610.3
1995-01-01,Malaysia,male,45-49,overall_ethnicity,468.0
1995-01-01,Malaysia,male,5-9,overall_ethnicity,1287.4
1995-01-01,Malaysia,male,50-54,overall_ethnicity,352.8
1995-01-01,Malaysia,male,55-59,overall_ethnicity,283.4
1995-01-01,Malaysia,male,60-64,overall_ethnicity,211.3
1995-01-01,Malaysia,male,65-69,overall_ethnicity,152.2
1995-01-01,Malaysia,male,30-34,overall_ethnicity,829.0
1995-01-01,Malaysia,male,70-74,overall_ethnicity,95.6
1995-01-01,Malaysia,female,60-64,overall_ethnicity,219.0
1995-01-01,Malaysia,female,50-54,overall_ethnicity,327.1
1995-01-01,Malaysia,male,35-39,bumi_other,64.1
1995-01-01,Malaysia,male,35-39,bumi_malay,331.6
1995-01-01,Malaysia,male,30-34,other_noncitizen,85.4
1995-01-01,Malaysia,male,30-34,other_citizen,6.6
1995-01-01,Malaysia,male,30-34,indian,64.8
1995-01-01,Malaysia,male,30-34,chinese,218.2
1995-01-01,Malaysia,male,30-34,bumi_other,80.4
1995-01-01,Malaysia,male,30-34,bumi_malay,373.6
1995-01-01,Malaysia,female,55-59,overall_ethnicity,278.4
1995-01-01,Malaysia,female,0-4,overall_ethnicity,1272.0
1995-01-01,Malaysia,female,15-19,overall_ethnicity,999.1
1995-01-01,Malaysia,female,20-24,overall_ethnicity,918.9
1995-01-01,Malaysia,female,25-29,overall_ethnicity,862.3
1995-01-01,Malaysia,female,30-34,overall_ethnicity,804.8
1995-01-01,Malaysia,female,35-39,overall_ethnicity,698.5
1995-01-01,Malaysia,female,40-44,overall_ethnicity,575.6
1995-01-01,Malaysia,female,45-49,overall_ethnicity,432.8
1995-01-01,Malaysia,female,5-9,overall_ethnicity,1223.0
1995-01-01,Malaysia,female,10-14,overall_ethnicity,1131.3
1995-01-01,Malaysia,male,75-79,overall_ethnicity,60.5
1995-01-01,Malaysia,male,80-84,overall_ethnicity,32.1
1995-01-01,Malaysia,male,85+,overall_ethnicity,22.5
1995-01-01,Malaysia,male,25-29,bumi_malay,399.4
1995-01-01,Malaysia,male,20-24,other_noncitizen,88.8
1995-01-01,Malaysia,male,20-24,other_citizen,8.7
1995-01-01,Malaysia,male,20-24,indian,69.9
1995-01-01,Malaysia,male,20-24,chinese,237.5
1995-01-01,Malaysia,male,20-24,bumi_other,100.7
1995-01-01,Malaysia,male,20-24,bumi_malay,430.1
1995-01-01,Malaysia,male,15-19,other_noncitizen,66.5
1995-01-01,Malaysia,male,25-29,bumi_other,92.1
1995-01-01,Malaysia,male,15-19,other_citizen,10.9
1995-01-01,Malaysia,male,15-19,chinese,260.7
1995-01-01,Malaysia,male,15-19,bumi_other,113.6
1995-01-01,Malaysia,male,15-19,bumi_malay,503.1
1995-01-01,Malaysia,male,10-14,other_noncitizen,37.9
1995-01-01,Malaysia,male,10-14,other_citizen,14.0
1995-01-01,Malaysia,male,10-14,indian,84.4
1995-01-01,Malaysia,male,10-14,chinese,271.2
1995-01-01,Malaysia,male,10-14,bumi_other,136.1
1995-01-01,Malaysia,male,15-19,indian,77.1
1995-01-01,Malaysia,male,25-29,chinese,218.0
1995-01-01,Malaysia,male,25-29,indian,65.8
1995-01-01,Malaysia,male,25-29,other_citizen,7.4
1995-01-01,Malaysia,overall_sex,85+,overall_ethnicity,54.5
1995-01-01,Malaysia,overall_sex,80-84,overall_ethnicity,72.0
1995-01-01,Malaysia,female,30-34,bumi_other,79.5
1995-01-01,Malaysia,overall_sex,70-74,overall_ethnicity,203.7
1995-01-01,Malaysia,overall_sex,65-69,overall_ethnicity,315.6
1995-01-01,Malaysia,overall_sex,60-64,overall_ethnicity,430.3
1995-01-01,Malaysia,overall_sex,55-59,overall_ethnicity,561.8
1995-01-01,Malaysia,overall_sex,50-54,overall_ethnicity,679.9000000000001
1995-01-01,Malaysia,overall_sex,5-9,overall_ethnicity,2510.4
1995-01-01,Malaysia,overall_sex,45-49,overall_ethnicity,900.8
1995-01-01,Malaysia,overall_sex,40-44,overall_ethnicity,1185.9
1995-01-01,Malaysia,overall_sex,35-39,overall_ethnicity,1428.5
1995-01-01,Malaysia,overall_sex,30-34,overall_ethnicity,1633.8
1995-01-01,Malaysia,overall_sex,25-29,overall_ethnicity,1741.5
1995-01-01,Malaysia,overall_sex,20-24,overall_ethnicity,1854.6
1995-01-01,Malaysia,overall_sex,15-19,overall_ethnicity,2031.0
1995-01-01,Malaysia,overall_sex,10-14,overall_ethnicity,2313.7
1995-01-01,Malaysia,overall_sex,0-4,overall_ethnicity,2629.2
1995-01-01,Malaysia,male,25-29,other_noncitizen,96.5
1995-01-01,Malaysia,female,30-34,chinese,216.0
1995-01-01,Malaysia,overall_sex,75-79,overall_ethnicity,134.8
1995-01-01,Malaysia,male,35-39,chinese,212.3
1995-01-01,Malaysia,overall_sex,30-34,chinese,434.2
1995-01-01,Malaysia,overall_sex,30-34,other_citizen,14.3
1995-01-01,Malaysia,overall_sex,30-34,other_noncitizen,138.0
1995-01-01,Malaysia,overall_sex,35-39,bumi_malay,662.8
1995-01-01,Malaysia,overall_sex,35-39,bumi_other,124.89999999999999
1995-01-01,Malaysia,overall_sex,35-39,chinese,417.5
1995-01-01,Malaysia,overall_sex,35-39,indian,121.4
1995-01-01,Malaysia,overall_sex,35-39,other_citizen,13.6
1995-01-01,Malaysia,overall_sex,35-39,other_noncitizen,88.19999999999999
1995-01-01,Malaysia,overall_sex,40-44,bumi_malay,548.7
1995-01-01,Malaysia,overall_sex,40-44,chinese,375.0
1995-01-01,Malaysia,overall_sex,40-44,indian,100.19999999999999
1995-01-01,Malaysia,overall_sex,40-44,other_citizen,11.8
1995-01-01,Malaysia,overall_sex,40-44,other_noncitizen,54.099999999999994
1995-01-01,Malaysia,overall_sex,30-34,indian,131.1
1995-01-01,Malaysia,overall_sex,45-49,bumi_malay,408.9
1995-01-01,Malaysia,overall_sex,45-49,chinese,304.0
1995-01-01,Malaysia,overall_sex,45-49,indian,71.0
1995-01-01,Malaysia,overall_sex,45-49,other_citizen,9.1
1995-01-01,Malaysia,overall_sex,45-49,other_noncitizen,33.3
1995-01-01,Malaysia,overall_sex,5-9,bumi_malay,1422.4
1995-01-01,Malaysia,overall_sex,5-9,bumi_other,296.1
1995-01-01,Malaysia,overall_sex,5-9,chinese,516.0
1995-01-01,Malaysia,overall_sex,5-9,indian,171.2
1995-01-01,Malaysia,overall_sex,5-9,other_citizen,32.9
1995-01-01,Malaysia,overall_sex,5-9,other_noncitizen,71.9
1995-01-01,Malaysia,overall_sex,50-54,bumi_malay,306.3
1995-01-01,Malaysia,overall_sex,50-54,bumi_other,59.5
1995-01-01,Malaysia,overall_sex,50-54,chinese,238.60000000000002
1995-01-01,Malaysia,overall_sex,45-49,bumi_other,74.5
1995-01-01,Malaysia,overall_sex,30-34,bumi_other,159.9
1995-01-01,Malaysia,overall_sex,30-34,bumi_malay,756.3
1995-01-01,Malaysia,overall_sex,25-29,other_noncitizen,160.2
1995-01-01,Malaysia,overall_sex,0-4,bumi_malay,1463.4
1995-01-01,Malaysia,overall_sex,0-4,bumi_other,330.0
1995-01-01,Malaysia,overall_sex,0-4,chinese,523.4
1995-01-01,Malaysia,overall_sex,0-4,indian,173.9
1995-01-01,Malaysia,overall_sex,0-4,other_citizen,48.3
1995-01-01,Malaysia,overall_sex,0-4,other_noncitizen,90.2
1995-01-01,Malaysia,overall_sex,10-14,bumi_malay,1254.8
1995-01-01,Malaysia,overall_sex,10-14,bumi_other,266.8
1995-01-01,Malaysia,overall_sex,10-14,chinese,525.8
1995-01-01,Malaysia,overall_sex,10-14,indian,165.1
1995-01-01,Malaysia,overall_sex,10-14,other_citizen,27.8
1995-01-01,Malaysia,overall_sex,10-14,other_noncitizen,73.5
1995-01-01,Malaysia,overall_sex,15-19,bumi_malay,999.3
1995-01-01,Malaysia,overall_sex,15-19,bumi_other,225.6
1995-01-01,Malaysia,overall_sex,15-19,chinese,508.3
1995-01-01,Malaysia,overall_sex,15-19,indian,153.4
1995-01-01,Malaysia,overall_sex,15-19,other_citizen,22.2
1995-01-01,Malaysia,overall_sex,15-19,other_noncitizen,122.1
1995-01-01,Malaysia,overall_sex,20-24,bumi_malay,872.0
1995-01-01,Malaysia,overall_sex,20-24,bumi_other,201.3
1995-01-01,Malaysia,overall_sex,20-24,chinese,465.1
1995-01-01,Malaysia,overall_sex,20-24,indian,140.5
1995-01-01,Malaysia,overall_sex,20-24,other_citizen,18.299999999999997
1995-01-01,Malaysia,overall_sex,20-24,other_noncitizen,157.3
1995-01-01,Malaysia,overall_sex,25-29,bumi_malay,815.2
1995-01-01,Malaysia,overall_sex,25-29,bumi_other,184.3
1995-01-01,Malaysia,overall_sex,25-29,chinese,432.9
1995-01-01,Malaysia,overall_sex,25-29,indian,132.89999999999998
1995-01-01,Malaysia,overall_sex,25-29,other_citizen,16.0
1995-01-01,Malaysia,overall_sex,50-54,indian,48.5
1995-01-01,Malaysia,overall_sex,50-54,other_citizen,6.8
1995-01-01,Malaysia,overall_sex,40-44,bumi_other,96.30000000000001
1995-01-01,Malaysia,overall_sex,55-59,bumi_malay,256.7
1995-01-01,Malaysia,overall_sex,70-74,other_noncitizen,5.4
1995-01-01,Malaysia,overall_sex,75-79,bumi_malay,62.7
1995-01-01,Malaysia,overall_sex,75-79,bumi_other,10.8
1995-01-01,Malaysia,overall_sex,75-79,chinese,46.4
1995-01-01,Malaysia,overall_sex,75-79,indian,8.5
1995-01-01,Malaysia,overall_sex,75-79,other_citizen,1.4
1995-01-01,Malaysia,overall_sex,75-79,other_noncitizen,5.0
1995-01-01,Malaysia,overall_sex,80-84,bumi_malay,29.299999999999997
1995-01-01,Malaysia,overall_sex,80-84,bumi_other,5.0
1995-01-01,Malaysia,overall_sex,80-84,chinese,29.5
1995-01-01,Malaysia,overall_sex,80-84,indian,4.0
1995-01-01,Malaysia,overall_sex,80-84,other_citizen,0.7
1995-01-01,Malaysia,overall_sex,85+,bumi_malay,23.700000000000003
1995-01-01,Malaysia,overall_sex,85+,bumi_other,3.9000000000000004
1995-01-01,Malaysia,overall_sex,85+,chinese,20.5
1995-01-01,Malaysia,overall_sex,85+,indian,2.8
1995-01-01,Malaysia,overall_sex,85+,other_citizen,0.6
1995-01-01,Malaysia,overall_sex,85+,other_noncitizen,3.0
1995-01-01,Malaysia,overall_sex,50-54,other_noncitizen,20.200000000000003
1995-01-01,Malaysia,overall_sex,70-74,other_citizen,1.8
1995-01-01,Malaysia,overall_sex,70-74,indian,14.2
1995-01-01,Malaysia,overall_sex,80-84,other_noncitizen,3.5
1995-01-01,Malaysia,overall_sex,55-59,other_citizen,4.7
1995-01-01,Malaysia,overall_sex,55-59,bumi_other,49.7
1995-01-01,Malaysia,overall_sex,55-59,chinese,194.8
1995-01-01,Malaysia,overall_sex,55-59,indian,40.5
1995-01-01,Malaysia,overall_sex,55-59,other_noncitizen,15.4
1995-01-01,Malaysia,overall_sex,60-64,bumi_malay,201.1
1995-01-01,Malaysia,overall_sex,60-64,bumi_other,39.2
1995-01-01,Malaysia,overall_sex,60-64,indian,31.1
1995-01-01,Malaysia,overall_sex,60-64,other_citizen,3.4000000000000004
1995-01-01,Malaysia,overall_sex,60-64,chinese,145.89999999999998
1995-01-01,Malaysia,overall_sex,65-69,bumi_malay,152.5
1995-01-01,Malaysia,overall_sex,65-69,bumi_other,28.799999999999997
1995-01-01,Malaysia,overall_sex,65-69,chinese,102.0
1995-01-01,Malaysia,overall_sex,65-69,indian,22.0
1995-01-01,Malaysia,overall_sex,65-69,other_citizen,2.8
1995-01-01,Malaysia,overall_sex,65-69,other_noncitizen,7.6
1995-01-01,Malaysia,overall_sex,70-74,bumi_malay,97.30000000000001
1995-01-01,Malaysia,overall_sex,70-74,bumi_other,19.0
1995-01-01,Malaysia,overall_sex,60-64,other_noncitizen,9.4
1995-01-01,Malaysia,overall_sex,70-74,chinese,65.9
1996-01-01,Malaysia,female,20-24,bumi_other,102.9
1996-01-01,Malaysia,female,25-29,bumi_malay,421.5
1996-01-01,Malaysia,female,20-24,other_noncitizen,75.3
1996-01-01,Malaysia,female,20-24,other_citizen,9.9
1996-01-01,Malaysia,female,20-24,indian,72.0
1996-01-01,Malaysia,female,20-24,chinese,231.1
1996-01-01,Malaysia,female,35-39,other_noncitizen,37.4
1996-01-01,Malaysia,female,15-19,other_noncitizen,59.8
1996-01-01,Malaysia,female,15-19,other_citizen,11.8
1996-01-01,Malaysia,female,15-19,indian,77.7
1996-01-01,Malaysia,female,15-19,chinese,244.7
1996-01-01,Malaysia,female,25-29,bumi_other,94.9
1996-01-01,Malaysia,female,15-19,bumi_other,116.6
1996-01-01,Malaysia,female,20-24,bumi_malay,446.8
1996-01-01,Malaysia,female,25-29,chinese,218.6
1996-01-01,Malaysia,female,30-34,other_noncitizen,56.8
1996-01-01,Malaysia,female,25-29,other_citizen,9.0
1996-01-01,Malaysia,female,25-29,other_noncitizen,68.8
1996-01-01,Malaysia,female,30-34,bumi_malay,390.6
1996-01-01,Malaysia,female,30-34,bumi_other,83.2
1996-01-01,Malaysia,female,30-34,chinese,217.2
1996-01-01,Malaysia,female,30-34,indian,66.7
1996-01-01,Malaysia,female,30-34,other_citizen,8.0
1996-01-01,Malaysia,female,35-39,bumi_malay,343.4
1996-01-01,Malaysia,female,35-39,bumi_other,65.2
1996-01-01,Malaysia,female,35-39,chinese,209.4
1996-01-01,Malaysia,female,35-39,indian,62.2
1996-01-01,Malaysia,female,35-39,other_citizen,7.0
1996-01-01,Malaysia,female,15-19,bumi_malay,517.1
1996-01-01,Malaysia,female,25-29,indian,68.0
1996-01-01,Malaysia,female,10-14,other_noncitizen,35.2
1996-01-01,Malaysia,overall_sex,10-14,other_citizen,29.0
1996-01-01,Malaysia,female,10-14,indian,81.4
1996-01-01,Malaysia,female,40-44,bumi_malay,285.4
1996-01-01,Malaysia,overall_sex,0-4,bumi_malay,1480.6
1996-01-01,Malaysia,overall_sex,0-4,bumi_other,338.3
1996-01-01,Malaysia,overall_sex,0-4,chinese,524.1
1996-01-01,Malaysia,overall_sex,0-4,indian,174.5
1996-01-01,Malaysia,overall_sex,0-4,other_citizen,48.6
1996-01-01,Malaysia,overall_sex,0-4,other_noncitizen,98.0
1996-01-01,Malaysia,overall_sex,10-14,bumi_malay,1303.9
1996-01-01,Malaysia,overall_sex,10-14,bumi_other,277.7
1996-01-01,Malaysia,overall_sex,10-14,chinese,523.7
1996-01-01,Malaysia,overall_sex,10-14,indian,166.7
1996-01-01,Malaysia,overall_sex,10-14,other_noncitizen,71.6
1996-01-01,Malaysia,overall_sex,15-19,bumi_malay,1042.3
1996-01-01,Malaysia,overall_sex,15-19,bumi_other,234.8
1996-01-01,Malaysia,overall_sex,15-19,chinese,502.8
1996-01-01,Malaysia,overall_sex,15-19,indian,156.3
1996-01-01,Malaysia,overall_sex,15-19,other_citizen,23.1
1996-01-01,Malaysia,overall_sex,15-19,other_noncitizen,130.6
1996-01-01,Malaysia,overall_sex,20-24,bumi_malay,884.3
1996-01-01,Malaysia,overall_sex,20-24,bumi_other,205.10000000000002
1996-01-01,Malaysia,female,0-4,bumi_malay,717.3
1996-01-01,Malaysia,female,0-4,bumi_other,164.3
1996-01-01,Malaysia,female,0-4,chinese,251.1
1996-01-01,Malaysia,female,0-4,indian,85.6
1996-01-01,Malaysia,female,0-4,other_citizen,23.1
1996-01-01,Malaysia,female,0-4,other_noncitizen,46.6
1996-01-01,Malaysia,female,10-14,bumi_malay,640.6
1996-01-01,Malaysia,female,10-14,bumi_other,136.2
1996-01-01,Malaysia,female,10-14,chinese,253.5
1996-01-01,Malaysia,female,10-14,other_citizen,14.4
1996-01-01,Malaysia,overall_sex,20-24,chinese,472.1
1996-01-01,Malaysia,female,40-44,bumi_other,49.6
1996-01-01,Malaysia,female,40-44,indian,52.8
1996-01-01,Malaysia,male,45-49,bumi_malay,220.9
1996-01-01,Malaysia,male,45-49,bumi_other,40.9
1996-01-01,Malaysia,male,45-49,chinese,166.6
1996-01-01,Malaysia,male,45-49,indian,38.7
1996-01-01,Malaysia,male,45-49,other_citizen,5.1
1996-01-01,Malaysia,male,45-49,other_noncitizen,22.8
1996-01-01,Malaysia,male,5-9,bumi_malay,733.9
1996-01-01,Malaysia,male,5-9,bumi_other,154.6
1996-01-01,Malaysia,male,5-9,chinese,267.0
1996-01-01,Malaysia,male,5-9,indian,88.0
1996-01-01,Malaysia,male,5-9,other_citizen,17.5
1996-01-01,Malaysia,male,5-9,other_noncitizen,37.4
1996-01-01,Malaysia,male,50-54,bumi_malay,164.4
1996-01-01,Malaysia,male,50-54,bumi_other,31.9
1996-01-01,Malaysia,male,50-54,chinese,131.3
1996-01-01,Malaysia,male,50-54,indian,25.7
1996-01-01,Malaysia,male,50-54,other_citizen,3.8
1996-01-01,Malaysia,male,40-44,other_noncitizen,36.5
1996-01-01,Malaysia,male,40-44,other_citizen,6.5
1996-01-01,Malaysia,male,40-44,indian,53.2
1996-01-01,Malaysia,male,40-44,chinese,199.5
1996-01-01,Malaysia,male,25-29,chinese,223.4
1996-01-01,Malaysia,male,25-29,indian,67.0
1996-01-01,Malaysia,male,25-29,other_citizen,7.7
1996-01-01,Malaysia,male,25-29,other_noncitizen,100.8
1996-01-01,Malaysia,male,30-34,bumi_malay,380.6
1996-01-01,Malaysia,male,30-34,bumi_other,83.5
1996-01-01,Malaysia,male,30-34,chinese,219.9
1996-01-01,Malaysia,male,30-34,indian,65.2
1996-01-01,Malaysia,male,50-54,other_noncitizen,13.3
1996-01-01,Malaysia,male,30-34,other_citizen,6.9
1996-01-01,Malaysia,male,35-39,bumi_malay,343.0
1996-01-01,Malaysia,male,35-39,bumi_other,68.2
1996-01-01,Malaysia,male,35-39,chinese,216.7
1996-01-01,Malaysia,male,35-39,indian,62.2
1996-01-01,Malaysia,male,35-39,other_citizen,7.1
1996-01-01,Malaysia,male,35-39,other_noncitizen,59.8
1996-01-01,Malaysia,male,40-44,bumi_malay,290.7
1996-01-01,Malaysia,male,40-44,bumi_other,53.9
1996-01-01,Malaysia,male,30-34,other_noncitizen,90.9
1996-01-01,Malaysia,male,25-29,bumi_other,94.3
1996-01-01,Malaysia,male,55-59,bumi_malay,130.3
1996-01-01,Malaysia,male,55-59,chinese,105.1
1996-01-01,Malaysia,male,75-79,bumi_other,5.7
1996-01-01,Malaysia,male,75-79,chinese,18.4
1996-01-01,Malaysia,male,75-79,indian,4.3
1996-01-01,Malaysia,male,75-79,other_citizen,0.7
1996-01-01,Malaysia,male,75-79,other_noncitizen,2.3
1996-01-01,Malaysia,male,80-84,bumi_malay,14.2
1996-01-01,Malaysia,male,80-84,bumi_other,2.6
1996-01-01,Malaysia,male,80-84,chinese,11.8
1996-01-01,Malaysia,male,80-84,indian,2.1
1996-01-01,Malaysia,male,80-84,other_citizen,0.4
1996-01-01,Malaysia,male,80-84,other_noncitizen,1.5
1996-01-01,Malaysia,male,85+,bumi_malay,9.9
1996-01-01,Malaysia,male,85+,bumi_other,1.8
1996-01-01,Malaysia,male,85+,chinese,8.1
1996-01-01,Malaysia,male,85+,indian,1.4
1996-01-01,Malaysia,male,85+,other_citizen,0.3
1996-01-01,Malaysia,male,85+,other_noncitizen,1.3
1996-01-01,Malaysia,male,75-79,bumi_malay,29.9
1996-01-01,Malaysia,male,70-74,other_noncitizen,2.8
1996-01-01,Malaysia,male,70-74,other_citizen,1.0
1996-01-01,Malaysia,male,70-74,indian,7.4
1996-01-01,Malaysia,male,55-59,indian,20.1
1996-01-01,Malaysia,male,55-59,other_citizen,2.7
1996-01-01,Malaysia,male,55-59,other_noncitizen,9.7
1996-01-01,Malaysia,male,60-64,bumi_malay,99.4
1996-01-01,Malaysia,male,60-64,bumi_other,20.1
1996-01-01,Malaysia,male,60-64,chinese,77.0
1996-01-01,Malaysia,male,60-64,indian,15.2
1996-01-01,Malaysia,male,60-64,other_citizen,1.9
1996-01-01,Malaysia,male,55-59,bumi_other,25.8
1996-01-01,Malaysia,male,60-64,other_noncitizen,5.8
1996-01-01,Malaysia,male,65-69,bumi_other,15.1
1996-01-01,Malaysia,male,65-69,chinese,51.1
1996-01-01,Malaysia,male,65-69,indian,11.4
1996-01-01,Malaysia,male,65-69,other_citizen,1.5
1996-01-01,Malaysia,male,65-69,other_noncitizen,4.2
1996-01-01,Malaysia,male,70-74,bumi_malay,47.9
1996-01-01,Malaysia,male,70-74,bumi_other,10.0
1996-01-01,Malaysia,male,70-74,chinese,30.1
1996-01-01,Malaysia,male,65-69,bumi_malay,75.6
1996-01-01,Malaysia,male,25-29,bumi_malay,406.0
1996-01-01,Malaysia,male,20-24,other_noncitizen,95.0
1996-01-01,Malaysia,male,20-24,other_citizen,8.9
1996-01-01,Malaysia,female,55-59,chinese,97.4
1996-01-01,Malaysia,female,55-59,indian,21.4
1996-01-01,Malaysia,female,55-59,other_citizen,2.3
1996-01-01,Malaysia,female,55-59,other_noncitizen,6.3
1996-01-01,Malaysia,female,60-64,bumi_malay,107.7
1996-01-01,Malaysia,female,60-64,bumi_other,20.5
1996-01-01,Malaysia,female,60-64,chinese,76.3
1996-01-01,Malaysia,female,60-64,indian,16.8
1996-01-01,Malaysia,female,60-64,other_citizen,1.6
1996-01-01,Malaysia,female,60-64,other_noncitizen,4.1
1996-01-01,Malaysia,female,65-69,bumi_malay,83.0
1996-01-01,Malaysia,female,65-69,bumi_other,14.7
1996-01-01,Malaysia,female,65-69,chinese,56.7
1996-01-01,Malaysia,female,65-69,indian,11.2
1996-01-01,Malaysia,female,65-69,other_citizen,1.3
1996-01-01,Malaysia,female,65-69,other_noncitizen,3.7
1996-01-01,Malaysia,female,70-74,bumi_malay,53.2
1996-01-01,Malaysia,female,55-59,bumi_other,25.4
1996-01-01,Malaysia,female,55-59,bumi_malay,133.5
1996-01-01,Malaysia,female,50-54,other_noncitizen,7.7
1996-01-01,Malaysia,female,50-54,other_citizen,3.1
1996-01-01,Malaysia,female,40-44,other_citizen,5.8
1996-01-01,Malaysia,female,40-44,other_noncitizen,22.3
1996-01-01,Malaysia,female,45-49,bumi_malay,213.4
1996-01-01,Malaysia,female,45-49,bumi_other,38.0
1996-01-01,Malaysia,female,45-49,chinese,152.0
1996-01-01,Malaysia,female,45-49,indian,37.8
1996-01-01,Malaysia,female,45-49,other_citizen,4.2
1996-01-01,Malaysia,female,45-49,other_noncitizen,13.4
1996-01-01,Malaysia,female,70-74,bumi_other,9.7
1996-01-01,Malaysia,female,5-9,bumi_malay,698.7
1996-01-01,Malaysia,female,5-9,chinese,248.5
1996-01-01,Malaysia,female,5-9,indian,83.7
1996-01-01,Malaysia,female,5-9,other_citizen,16.8
1996-01-01,Malaysia,female,5-9,other_noncitizen,35.6
1996-01-01,Malaysia,female,50-54,bumi_malay,157.8
1996-01-01,Malaysia,female,50-54,bumi_other,29.9
1996-01-01,Malaysia,female,50-54,chinese,117.2
1996-01-01,Malaysia,female,50-54,indian,25.2
1996-01-01,Malaysia,female,5-9,bumi_other,147.8
1996-01-01,Malaysia,female,70-74,chinese,38.1
1996-01-01,Malaysia,female,70-74,indian,7.0
1996-01-01,Malaysia,female,70-74,other_citizen,0.9
1996-01-01,Malaysia,male,0-4,other_citizen,25.5
1996-01-01,Malaysia,male,0-4,other_noncitizen,51.4
